job_name,result,bmc.circ_sz,bmc.dag_sz,crab.isderef.not.solve,crab.isderef.solve,crab.pp.isderef.not.solve,crab.pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
byte_buf_clean_up,TRUE,62,303,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
array_list_pop_front_n,TRUE,211,1059,4,3,0,0,2.27,2.27,0.03,0,0.01,0.03,2.34,0
array_list_set_at,TRUE,273,1518,2,9,0,0,1.85,1.85,0.03,0,0.01,0.05,1.99,0
byte_buf_clean_up_secure,TRUE,71,346,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
byte_buf_eq_c_str,TRUE,112,637,0,11,0,0,0.09,0.09,0.01,0,0,0.01,0.12,0
byte_buf_cat,TRUE,658,3041,6,16,0,0,0.20,0.20,0.10,0,0.01,0.02,0.40,0
byte_buf_eq_c_str_ignore_case,TRUE,112,637,0,11,0,0,0.09,0.09,0.01,0,0,0.01,0.13,0
array_list_push_front,TRUE,279,1517,8,7,0,0,2.64,2.64,0.03,0,0.01,0.04,2.75,0
byte_buf_from_array,TRUE,56,268,0,0,0,0,0.01,0.01,0.01,0,0.00,0.01,0.03,0
array_list_push_back,TRUE,277,1530,2,9,0,0,2.93,2.93,0.04,0,0.01,0.04,3.04,0
byte_buf_from_empty_array,TRUE,56,268,0,0,0,0,0.01,0.01,0.00,0,0.01,0.01,0.03,0
byte_buf_init,TRUE,71,349,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.05,0
byte_buf_from_c_str,TRUE,335,1543,0,33,0,0,0.38,0.38,0.02,0,0.01,0.01,0.42,0
byte_buf_reserve_relative,TRUE,217,1008,0,4,0,0,0.03,0.03,0.01,0,0.01,0.01,0.07,0
byte_buf_init_copy_from_cursor,TRUE,129,646,2,2,0,0,0.08,0.08,0.02,0,0.01,0.02,0.14,0
byte_buf_reserve,TRUE,124,567,0,4,0,0,0.02,0.02,0.01,0,0.01,0.02,0.07,0
byte_buf_reset,TRUE,78,375,0,2,0,0,0.05,0.05,0.01,0,0.01,0.01,0.08,0
byte_buf_secure_zero,TRUE,114,534,0,2,0,0,0.08,0.08,0.01,0,0.01,0.01,0.12,0
byte_buf_eq_ignore_case,TRUE,460,3800,0,28,0,0,0.78,0.78,0.12,0,0.01,0.03,1.02,0
byte_buf_write_be16,TRUE,175,848,0,5,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_buf_init_copy,TRUE,286,1709,2,7,0,0,0.66,0.66,0.03,0,0.01,0.03,0.75,0
byte_buf_write,TRUE,198,948,2,5,0,0,0.10,0.10,0.02,0,0.01,0.02,0.17,0
byte_buf_write_be64,TRUE,175,846,0,5,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_buf_eq,TRUE,655,3105,0,52,0,0,1.73,1.73,0.10,0,0.01,0.02,1.92,0
byte_buf_write_be32,TRUE,175,848,0,5,0,0,0.03,0.03,0.01,0,0.01,0.01,0.07,0
byte_buf_write_from_whole_cursor,TRUE,266,1270,2,8,0,0,0.14,0.14,0.03,0,0.01,0.02,0.23,0
byte_buf_write_u8,TRUE,175,846,0,5,0,0,0.04,0.04,0.02,0,0.01,0.01,0.09,0
byte_buf_write_from_whole_buffer,TRUE,342,1582,2,8,0,0,0.16,0.16,0.04,0,0.01,0.03,0.29,0
byte_cursor_advance,TRUE,119,592,0,3,0,0,0.11,0.11,0.02,0,0.01,0.01,0.15,0
byte_cursor_advance_nospec,FALSE,132,687,2,1,0,0,0.08,0.08,0.02,0,0.01,0.01,0.13,0
byte_buf_write_from_whole_string,TRUE,272,1637,17,6,0,0,0.81,0.81,0.04,0,0.01,0.04,0.93,0
byte_cursor_eq_c_str,TRUE,102,601,0,11,0,0,0.08,0.08,0.01,0,0,0.01,0.11,0
byte_cursor_eq_c_str_ignore_case,TRUE,102,601,0,11,0,0,0.09,0.09,0.01,0,0,0.01,0.12,0
byte_cursor_compare_lexical,TRUE,312,1672,0,18,0,0,0.69,0.69,0.05,0,0.01,0.01,0.79,0
byte_cursor_eq,TRUE,294,1552,0,18,0,0,0.63,0.63,0.04,0,0.01,0.01,0.71,0
byte_cursor_from_array,TRUE,44,205,0,0,0,0,0.01,0.01,0.00,0,0.00,0.01,0.03,0
byte_cursor_eq_byte_buf,TRUE,362,1839,0,18,0,0,0.42,0.42,0.06,0,0.01,0.01,0.54,0
byte_cursor_from_buf,TRUE,188,865,0,3,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_cursor_from_string,TRUE,75,495,2,11,0,0,0.03,0.03,0.01,0,0.01,0.01,0.06,0
byte_cursor_from_c_str,TRUE,313,1434,0,33,0,0,0.14,0.14,0.01,0,0.01,0.01,0.18,0
byte_cursor_left_trim_pred,TRUE,184,890,0,3,0,0,0.02,0.02,0.02,0,0.01,0.01,0.07,0
byte_cursor_eq_byte_buf_ignore_case,TRUE,349,3367,0,16,0,0,0.95,0.95,0.09,0,0.01,0.03,1.13,0
byte_cursor_read_be16,TRUE,115,634,2,1,0,0,0.06,0.06,0.02,0,0.01,0.01,0.10,0
byte_cursor_compare_lookup,TRUE,757,3471,54,78,0,0,1.26,1.26,0.21,0,0.01,0.02,1.62,0
byte_cursor_read,TRUE,153,770,4,3,0,0,0.36,0.36,0.03,0,0.01,0.02,0.42,0
array_list_comparator_string,TRUE,426,2821,50,7,0,0,8.35,8.35,0.14,0,0.01,0.04,8.61,0
byte_cursor_read_and_fill_buffer,TRUE,260,1256,4,4,0,0,0.33,0.33,0.04,0,0.01,0.03,0.42,0
byte_cursor_read_be32,TRUE,115,659,2,1,0,0,0.06,0.06,0.01,0,0.01,0.01,0.11,0
byte_cursor_read_u8,TRUE,121,616,2,3,0,0,0.07,0.07,0.01,0,0.01,0.01,0.11,0
byte_cursor_read_be64,TRUE,115,710,2,1,0,0,0.12,0.12,0.02,0,0.01,0.02,0.17,0
byte_cursor_right_trim_pred,TRUE,209,964,0,14,0,0,0.02,0.02,0.03,0,0.01,0.01,0.07,0
byte_cursor_satisfies_pred,TRUE,126,672,0,3,0,0,0.03,0.03,0.02,0,0.01,0.01,0.07,0
byte_cursor_eq_ignore_case,TRUE,276,2978,0,16,0,0,1.27,1.27,0.06,0,0.01,0.03,1.41,0
hash_ptr,TRUE,12,67,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
hash_byte_cursor_ptr_ignore_case,TRUE,98,459,0,0,0,0,0.02,0.02,0.01,0,0.00,0.00,0.05,0
hash_array_ignore_case,TRUE,107,440,10,1,0,0,0.03,0.03,0.01,0,0.01,0.01,0.05,0
hash_string,TRUE,200,859,24,6,0,0,0.04,0.04,0.03,0,0,0.01,0.11,0
byte_cursor_trim_pred,TRUE,314,1459,10,4,0,0,0.42,0.42,0.05,0,0.01,0.01,0.52,0
hash_byte_cursor_ptr,TRUE,182,789,0,21,0,0,0.04,0.04,0.02,0,0.01,0.01,0.09,0
hash_callback_string_destroy,TRUE,36,228,1,7,0,0,0.04,0.04,0.01,0,0,0.01,0.06,0
hash_c_string,TRUE,468,2007,3,56,0,0,0.20,0.20,0.02,0,0,0.01,0.27,0
hash_table_move,TRUE,213,1189,0,46,0,0,0.11,0.11,0.05,0,0.01,0.03,0.23,0
hash_table_get_entry_count,TRUE,220,1217,0,48,0,0,0.09,0.09,0.04,0,0.01,0.03,0.22,0
hash_iter_done,TRUE,522,2477,6,82,0,0,0.28,0.28,0.23,0,0.01,0.04,0.72,0
hash_iter_begin,TRUE,776,3681,34,74,0,0,0.79,0.79,0.42,0,0.01,0.06,1.52,0
hash_iter_next,TRUE,603,2940,15,82,0,0,0.64,0.64,0.27,0,0.01,0.05,1.14,0
hash_table_swap,TRUE,421,2463,0,92,0,0,0.61,0.61,0.15,0,0.01,0.08,1.00,0
hash_iter_begin_done,TRUE,1308,5611,66,109,0,0,1.01,1.01,0.69,0,0.01,0.05,2.07,0
hash_table_clean_up,TRUE,729,3102,41,108,0,0,0.56,0.56,0.27,0,0.01,0.05,1.06,0
hash_table_clear,TRUE,800,3360,41,131,0,0,0.65,0.65,0.33,0,0.01,0.05,1.25,0
hash_iter_delete,TRUE,576,3409,65,24,0,0,3.36,3.36,0.34,0,0.01,0.12,4.00,0
hash_table_init_unbounded,TRUE,156,1549,24,0,0,0,1.22,1.22,0.05,0,0.01,0.07,1.39,0
hash_callback_c_str_eq,TRUE,705,3378,30,52,0,0,5.33,5.33,0.08,0,0.01,0.03,5.52,0
linked_list_back,FALSE,82,454,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
linked_list_begin,FALSE,80,446,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_end,FALSE,79,440,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.04,0
hash_table_find,TRUE,1085,4678,71,111,0,0,2.32,2.32,0.53,0,0.01,0.06,3.29,0
hash_table_init_bounded,TRUE,174,1669,27,0,0,0,3.57,3.57,0.03,0,0.01,0.09,3.76,0
linked_list_front,FALSE,54,302,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
linked_list_init,TRUE,19,109,0,0,0,0,0.01,0.01,0.01,0,0.00,0.01,0.03,0
linked_list_remove,TRUE,21,121,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_pop_front,TRUE,8,43,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
linked_list_pop_back,TRUE,8,43,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
linked_list_prev,TRUE,22,127,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_node_reset,TRUE,16,97,0,2,0,0,0.03,0.03,0.01,0,0.01,0.01,0.05,0
linked_list_next,TRUE,22,127,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
linked_list_push_back,FALSE,40,222,0,0,0,0,0.02,0.02,0.01,0,0,0.01,0.04,0
linked_list_push_front,FALSE,38,210,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
linked_list_insert_after,TRUE,23,133,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_swap_contents,FALSE,78,429,0,0,0,0,0.02,0.02,0.00,0,0,0.01,0.04,0
linked_list_insert_before,TRUE,23,133,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_rbegin,FALSE,51,285,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.04,0
linked_list_rend,FALSE,53,300,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
hash_callback_string_eq,TRUE,521,3332,36,41,0,0,9.02,9.02,0.15,0,0.01,0.05,9.34,0
string_bytes,TRUE,42,250,2,7,0,0,0.11,0.11,0.01,0,0.01,0.01,0.14,0
hash_table_remove,TRUE,843,4772,50,105,0,0,4.10,4.10,0.35,0,0.01,0.19,4.96,0
hash_table_foreach,TRUE,1142,5780,19,56,0,0,4.02,4.02,0.60,0,0.01,2.20,7.32,0
hash_table_put,TRUE,1140,6174,78,104,0,0,4.59,4.59,0.62,0,0.01,0.16,5.93,0
string_eq_byte_buf,TRUE,383,1922,21,20,0,0,0.84,0.84,0.05,0,0.01,0.01,0.94,0
string_eq_byte_buf_ignore_case,TRUE,328,3261,19,15,0,0,1.35,1.35,0.07,0,0.01,0.03,1.51,0
string_eq_byte_cursor,TRUE,275,1504,22,5,0,0,1.00,1.00,0.04,0,0.01,0.01,1.07,0
string_eq_byte_cursor_ignore_case,TRUE,245,2957,19,4,0,0,1.44,1.44,0.05,0,0.01,0.03,1.56,0
string_new_from_c_str,TRUE,364,1633,0,53,0,0,0.14,0.14,0.02,0,0.01,0.02,0.21,0
string_eq,TRUE,349,2047,47,6,0,0,3.25,3.25,0.05,0,0.01,0.03,3.38,0
string_new_from_array,TRUE,106,934,0,20,0,0,1.27,1.27,0.02,0,0.01,0.01,1.33,0
string_eq_c_str,TRUE,570,2827,10,54,0,0,2.15,2.15,0.03,0,0.01,0.02,2.24,0
string_destroy,TRUE,33,227,2,3,0,0,0.03,0.03,0.01,0,0,0.01,0.06,0
string_new_from_string,TRUE,158,1155,12,24,0,0,0.59,0.59,0.02,0,0.01,0.03,0.66,0
hash_table_create,TRUE,1192,6551,75,121,0,0,8.69,8.69,0.62,0,0.01,0.23,10.12,0
string_compare,TRUE,349,2093,43,6,0,0,3.93,3.93,0.04,0,0.01,0.03,4.06,0
string_destroy_secure,TRUE,63,939,5,4,0,0,0.69,0.69,0.01,0,0.01,0.02,0.73,0
priority_queue_init_dynamic,TRUE,158,828,0,0,0,0,0.25,0.25,0.01,0,0.01,0.01,0.28,0
priority_queue_clean_up,TRUE,156,812,0,1,0,0,0.01,0.01,0.01,0,0,0.01,0.06,0
priority_queue_init_static,TRUE,120,620,0,0,0,0,0.32,0.32,0.01,0,0.01,0.01,0.34,0
ring_buffer_clean_up,FALSE,86,465,0,0,0,0,0.08,0.08,0.01,0,0.01,0.01,0.10,0
priority_queue_size,TRUE,435,2165,0,6,0,0,0.55,0.55,0.07,0,0.01,0.02,0.69,0
priority_queue_capacity,TRUE,431,2145,0,6,0,0,0.56,0.56,0.05,0,0.01,0.01,0.66,0
priority_queue_top,TRUE,443,2211,0,6,0,0,0.54,0.54,0.05,0,0.01,0.02,0.66,0
ring_buffer_init,TRUE,102,464,0,0,0,0,0.04,0.04,0.02,0,0.01,0.01,0.07,0
array_eq_c_str_ignore_case2,TRUE,99,583,0,11,0,0,0.08,0.08,0.01,0,0,0.01,0.10,0
string_eq_c_str_ignore_case,TRUE,563,5249,9,54,0,0,3.95,3.95,0.03,0,0.01,0.04,4.07,0
array_list_capacity2,TRUE,120,588,0,0,0,0,0.22,0.22,0.01,0,0.01,0.01,0.24,0
array_list_back2,TRUE,177,899,4,0,0,0,0.24,0.24,0.03,0,0.01,0.02,0.30,0
array_eq_ignore_case2,TRUE,191,2483,0,22,0,0,0.67,0.67,0.05,0,0.01,0.03,0.79,0
array_list_front2,TRUE,172,871,4,0,0,0,0.25,0.25,0.01,0,0.01,0.02,0.31,0
array_eq_c_str2,TRUE,530,2330,0,51,0,0,0.74,0.74,0.02,0,0.01,0.01,0.79,0
array_list_get_at_ptr2,TRUE,167,810,0,0,0,0,0.22,0.22,0.02,0,0.01,0.01,0.27,0
string_eq_ignore_case,TRUE,405,4944,52,6,0,0,4.68,4.68,0.13,0,0.01,0.07,4.99,0
array_list_get_at2,TRUE,178,902,4,0,0,0,0.48,0.48,0.02,0,0.01,0.02,0.54,0
array_eq2,TRUE,385,1843,0,46,0,0,1.33,1.33,0.03,0,0.01,0.01,1.42,0
array_list_ensure_capacity2,TRUE,172,866,0,4,0,0,0.87,0.87,0.02,0,0.01,0.01,0.93,0
array_list_length2,TRUE,124,609,0,0,0,0,0.22,0.22,0.01,0,0.01,0.01,0.25,0
array_list_init_static2,TRUE,120,585,0,0,0,0,0.41,0.41,0.01,0,0.01,0.01,0.44,0
array_list_push_back2,TRUE,238,1322,4,4,0,0,0.47,0.47,0.03,0,0.01,0.04,0.57,0
array_list_pop_back2,TRUE,140,690,0,0,0,0,0.68,0.68,0.01,0,0.01,0.02,0.73,0
byte_buf_advance2,TRUE,223,1022,0,0,0,0,0.04,0.04,0.02,0,0.01,0.01,0.10,0
byte_buf_append2,TRUE,180,804,2,2,0,0,0.04,0.04,0.01,0,0.01,0.01,0.08,0
array_list_sort2,TRUE,131,645,0,0,0,0,0.23,0.23,0.01,0,0.00,0.01,0.26,0
byte_buf_append_dynamic2,TRUE,239,1100,8,4,0,0,0.07,0.07,0.04,0,0.01,0.01,0.14,0
array_list_pop_front2,TRUE,161,786,4,0,0,0,1.03,1.03,0.01,0,0.01,0.02,1.08,0
byte_buf_append_with_lookup2,TRUE,339,1581,10,10,0,0,0.12,0.12,0.05,0,0.01,0.02,0.24,0
byte_buf_eq_c_str2,TRUE,112,642,0,11,0,0,0.12,0.12,0.01,0,0,0.01,0.16,0
byte_buf_eq_c_str_ignore_case2,TRUE,112,642,0,11,0,0,0.12,0.12,0.01,0,0,0.01,0.16,0
array_list_shrink_to_fit2,TRUE,200,974,6,2,0,0,1.32,1.32,0.03,0,0.01,0.03,1.40,0
byte_buf_eq2,TRUE,579,2684,0,46,0,0,1.55,1.55,0.06,0,0.01,0.02,1.69,0
array_list_clear2,TRUE,122,608,0,0,0,0,0.78,0.78,0.02,0,0.01,0.01,0.82,0
array_list_set_at2,TRUE,233,1306,4,4,0,0,2.12,2.12,0.03,0,0.01,0.04,2.22,0
byte_buf_cat2,TRUE,521,2271,6,6,0,0,1.10,1.10,0.09,0,0.01,0.06,1.32,0
byte_buf_write_be162,TRUE,134,599,0,2,0,0,0.04,0.04,0.02,0,0.01,0.01,0.10,0
byte_buf_eq_ignore_case2,TRUE,276,2933,0,22,0,0,0.97,0.97,0.11,0,0.01,0.04,1.21,0
byte_buf_write2,TRUE,174,813,2,3,0,0,0.18,0.18,0.03,0,0.01,0.02,0.27,0
byte_buf_init_copy2,TRUE,280,1721,2,5,0,0,1.41,1.41,0.05,0,0.01,0.04,1.56,0
byte_buf_write_be322,TRUE,134,599,0,2,0,0,0.02,0.02,0.02,0,0.01,0.01,0.07,0
byte_buf_write_be642,TRUE,151,682,0,3,0,0,0.03,0.03,0.02,0,0.01,0.01,0.07,0
byte_cursor_advance2,TRUE,90,420,0,0,0,0,0.03,0.03,0.01,0,0.01,0.01,0.06,0
byte_buf_write_from_whole_buffer2,TRUE,267,1180,2,2,0,0,0.12,0.12,0.03,0,0.01,0.02,0.19,0
byte_buf_write_from_whole_cursor2,TRUE,191,887,2,2,0,0,0.10,0.10,0.02,0,0.01,0.02,0.16,0
byte_buf_write_u82,TRUE,134,599,0,2,0,0,0.04,0.04,0.01,0,0.01,0.01,0.07,0
byte_cursor_read2,TRUE,122,628,2,2,0,0,0.18,0.18,0.02,0,0.01,0.02,0.24,0
byte_cursor_read_u8_2,TRUE,103,528,2,2,0,0,0.06,0.06,0.01,0,0.01,0.01,0.10,0
array_list_erase2,TRUE,236,1145,8,0,0,0,1.47,1.47,0.04,0,0.01,0.02,1.57,0
array_list_pop_front_n2,TRUE,174,834,4,0,0,0,1.39,1.39,0.03,0,0.01,0.03,1.48,0
byte_cursor_from_buf2,TRUE,146,636,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.06,0
byte_cursor_read_be32_2,TRUE,96,569,2,0,0,0,0.06,0.06,0.01,0,0.01,0.01,0.09,0
byte_cursor_eq_c_str2,TRUE,102,606,0,11,0,0,0.09,0.09,0.01,0,0,0.01,0.11,0
byte_buf_write_from_whole_string2,TRUE,231,1417,17,3,0,0,0.94,0.94,0.02,0,0.01,0.03,1.02,0
byte_cursor_eq2,TRUE,239,1274,0,12,0,0,0.38,0.38,0.04,0,0.01,0.01,0.45,0
byte_cursor_read_be64_2,TRUE,96,620,2,0,0,0,0.11,0.11,0.01,0,0.01,0.02,0.16,0
byte_cursor_left_trim_pred2,TRUE,155,726,0,0,0,0,0.02,0.02,0.02,0,0.01,0.01,0.06,0
byte_cursor_advance_nospec2,FALSE,100,495,0,0,0,0,0.03,0.03,0.01,0,0.01,0.01,0.07,0
byte_cursor_read_be16_2,TRUE,96,544,2,0,0,0,0.05,0.05,0.01,0,0.01,0.01,0.08,0
byte_cursor_eq_byte_buf_ignore_case2,TRUE,279,3012,0,10,0,0,0.58,0.58,0.06,0,0.01,0.02,0.70,0
byte_cursor_trim_pred2,TRUE,285,1295,10,1,0,0,0.35,0.35,0.04,0,0.01,0.01,0.42,0
byte_cursor_eq_c_str_ignore_case2,TRUE,102,606,0,11,0,0,0.09,0.09,0.00,0,0,0.01,0.10,0
byte_cursor_right_trim_pred2,TRUE,181,801,0,11,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_cursor_eq_byte_buf2,TRUE,316,1591,11,1,0,0,0.27,0.27,0.06,0,0.01,0.01,0.37,0
byte_cursor_satisfies_pred2,TRUE,93,498,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.04,0
byte_cursor_compare_lookup2,TRUE,696,3176,52,74,0,0,0.63,0.63,0.17,0,0.01,0.02,0.92,0
byte_cursor_read_and_fill_buffer2,TRUE,216,1043,2,2,0,0,0.18,0.18,0.02,0,0.01,0.02,0.26,0
hash_table_get_entry_count2,TRUE,181,987,1,43,0,0,0.04,0.04,0.05,0,0.01,0.03,0.16,0
byte_cursor_eq_ignore_case2,TRUE,221,2703,0,10,0,0,0.77,0.77,0.04,0,0.01,0.02,0.86,0
byte_cursor_compare_lexical2,TRUE,317,1601,17,11,0,0,0.44,0.44,0.05,0,0.01,0.01,0.54,0
hash_iter_done2,TRUE,492,2301,3,81,0,0,0.13,0.13,0.24,0,0.01,0.04,0.60,0
hash_iter_begin2,TRUE,734,3467,36,68,0,0,0.27,0.27,0.45,0,0.01,0.06,0.99,0
ring_buffer_release2,FALSE,429,1962,0,0,0,0,0.22,0.22,0.14,0,0.01,0.02,0.46,0
hash_iter_next2,TRUE,572,2838,12,81,0,0,0.70,0.70,0.29,0,0.01,0.04,1.24,0
hash_iter_begin_done2,TRUE,1316,5467,119,52,0,0,0.32,0.32,0.63,0,0.01,0.06,1.34,0
hash_table_find2,TRUE,1050,4561,71,107,0,0,1.67,1.67,0.59,0,0.01,0.05,2.76,0
priority_queue_s_sift_either,TRUE,1008,6007,39,32,0,0,0.72,0.72,0.21,0,0.01,0.16,1.26,0
array_list_swap,TRUE,260,1491,14,14,0,0,35.62,35.62,0.03,0,0.01,0.02,35.70,0
priority_queue_remove,TRUE,756,3607,4,2,0,0,3.18,3.18,0.09,0,0.01,0.02,3.37,0
priority_queue_s_remove_node,TRUE,879,5730,27,16,0,0,4.23,4.23,0.19,0,0.01,0.20,4.78,0
priority_queue_pop,TRUE,849,3986,4,2,0,0,3.39,3.39,0.07,0,0.01,0.02,3.55,0
ring_buffer_release,FALSE,429,1962,0,0,0,0,0.21,0.21,0.13,0,0.01,0.01,0.42,0
hash_table_eq,TRUE,7300,29929,592,521,0,0,9.21,9.21,7.61,0,0.01,0.47,28.14,0
ring_buffer_acquire_up_to2,TRUE,536,2506,0,0,0,0,8.80,8.80,0.17,0,0.01,0.03,9.08,0
priority_queue_push,TRUE,643,4430,11,6,0,0,4.99,4.99,0.11,0,0.01,0.48,5.70,0
priority_queue_push_ref,TRUE,644,4434,11,6,0,0,4.53,4.53,0.10,0,0.01,0.44,5.19,0
ring_buffer_acquire2,TRUE,533,2445,0,0,0,0,11.22,11.22,0.16,0,0.01,0.02,11.49,0
ring_buffer_acquire_up_to,TRUE,572,2681,0,0,0,0,8.56,8.56,0.20,0,0.01,0.02,8.88,0
ring_buffer_buf_belongs_to_pool2,TRUE,392,1788,0,0,0,0,23.91,23.91,0.07,0,0.01,0.02,24.05,0
ring_buffer_buf_belongs_to_pool,TRUE,465,2145,0,0,0,0,27.41,27.41,0.17,0,0.01,0.02,27.69,0
ring_buffer_acquire,TRUE,570,2630,0,0,0,0,33.90,33.90,0.19,0,0.01,0.03,34.19,0
hash_table_foreach_deep_precise,TRUE,1330,13787,132,64,0,0,25.97,25.97,0.70,0,0.01,4.65,32.11,0
hash_table_foreach_deep_loose,TRUE,1183,13397,62,117,0,0,37.43,37.43,0.57,0,0.01,6.35,45.24,0
priority_queue_s_swap,TRUE,673,3976,28,15,0,0,66.95,66.95,0.20,0,0.01,0.07,67.33,0
priority_queue_s_sift_down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priority_queue_s_sift_up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
