job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_solve_time,pp_crab_solve_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
hash_iter_begin,TRUE,2924,2610,899,3981,34,138,n/a,n/a,0.53,0.14,n/a,n/a,1.17,0.40,n/a,n/a,0.01,0.06,1.23
hash_iter_begin_done,TRUE,3122,3731,1439,5931,66,178,n/a,n/a,0.49,0.14,n/a,n/a,1.15,0.42,n/a,n/a,0.01,0.04,1.24
hash_iter_next,TRUE,3413,2538,777,3372,15,170,n/a,n/a,0.38,0.15,n/a,n/a,1.20,0.57,n/a,n/a,0.01,0.05,1.26
hash_iter_done,TRUE,3252,2353,688,2891,6,167,n/a,n/a,0.31,0.13,n/a,n/a,0.63,0.09,n/a,n/a,0.01,0.04,0.69
hash_iter_delete,TRUE,3067,2462,649,3643,11,143,n/a,n/a,0.27,0.12,n/a,n/a,2.24,1.69,n/a,n/a,0.01,0.12,2.31
hash_table_eq,TRUE,3783,15435,7508,30265,592,621,n/a,n/a,6.25,2.87,n/a,n/a,20.01,9.80,n/a,n/a,0.01,0.28,20.60
hash_table_get_entry_count,TRUE,1923,1479,268,1332,n/a,72,n/a,n/a,0.05,0.03,n/a,n/a,0.19,0.06,n/a,n/a,0.01,0.03,0.21
hash_table_move,TRUE,1806,1376,259,1299,n/a,69,n/a,n/a,0.05,0.03,n/a,n/a,0.17,0.06,n/a,n/a,0.01,0.03,0.19
hash_table_swap,TRUE,2852,2075,511,2678,n/a,138,n/a,n/a,0.09,0.09,n/a,n/a,0.56,0.28,n/a,n/a,0.01,0.08,0.60
hash_table_clean_up,TRUE,1724,1846,757,3165,41,122,n/a,n/a,0.48,0.14,n/a,n/a,0.98,0.27,n/a,n/a,0.01,0.05,1.03
hash_table_clear,TRUE,1978,2320,828,3423,41,145,n/a,n/a,0.31,0.10,n/a,n/a,0.73,0.25,n/a,n/a,0.01,0.04,0.79
hash_table_create,TRUE,3580,4087,1262,6699,75,157,n/a,n/a,0.54,0.21,n/a,n/a,7.59,6.58,n/a,n/a,0.01,0.15,7.69
hash_table_foreach,TRUE,2234,4968,1712,7260,n/a,379,n/a,n/a,0.60,0.31,n/a,n/a,6.13,2.29,n/a,n/a,0.01,2.69,6.25
hash_table_find,TRUE,2704,3409,1156,4831,71,145,n/a,n/a,0.56,0.17,n/a,n/a,1.79,0.94,n/a,n/a,0.01,0.06,1.86
hash_table_init_bounded,TRUE,1756,1375,209,1745,27,18,n/a,n/a,0.05,0.03,n/a,n/a,1.45,1.25,n/a,n/a,0.01,0.08,1.46
hash_table_init_unbounded,TRUE,1655,1296,192,1543,24,18,n/a,n/a,0.05,0.02,n/a,n/a,0.23,0.07,n/a,n/a,0.01,0.06,0.24
hash_table_put,TRUE,3444,4016,1214,6254,78,140,n/a,n/a,0.86,0.20,n/a,n/a,5.57,4.28,n/a,n/a,0.01,0.11,5.68
hash_table_remove,TRUE,2791,3070,885,4853,50,125,n/a,n/a,0.30,0.13,n/a,n/a,6.45,5.81,n/a,n/a,0.01,0.16,6.51
linked_list_back,TRUE,3753,2278,734,3194,6,191,n/a,n/a,0.19,0.09,n/a,n/a,0.84,0.48,n/a,n/a,0.01,0.05,0.89
linked_list_begin,TRUE,3723,2249,730,3170,6,190,n/a,n/a,0.32,0.15,n/a,n/a,1.40,0.81,n/a,n/a,0.01,0.07,1.44
linked_list_end,TRUE,3707,2247,727,3163,6,189,n/a,n/a,0.31,0.14,n/a,n/a,1.11,0.51,n/a,n/a,0.01,0.07,1.16
linked_list_front,TRUE,3978,2386,794,3432,10,199,n/a,n/a,0.21,0.11,n/a,n/a,1.44,1.05,n/a,n/a,0.01,0.04,1.49
linked_list_init,TRUE,551,398,44,172,n/a,12,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.04
linked_list_remove,TRUE,657,503,50,194,n/a,14,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.05
linked_list_pop_back,TRUE,4428,2902,1003,4375,32,216,n/a,n/a,0.26,0.13,n/a,n/a,1.45,0.95,n/a,n/a,0.01,0.06,1.52
linked_list_pop_front,TRUE,4427,2929,1031,4444,32,216,n/a,n/a,0.32,0.18,n/a,n/a,2.19,1.54,n/a,n/a,0.01,0.08,2.25
linked_list_prev,TRUE,636,472,53,205,n/a,15,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.04
linked_list_next,TRUE,636,472,53,205,n/a,15,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.05
linked_list_node_reset,TRUE,430,406,16,97,n/a,2,n/a,n/a,0.01,0.01,n/a,n/a,0.06,0.04,n/a,n/a,0.01,0.01,0.06
linked_list_push_back,TRUE,4593,2812,954,4150,6,242,n/a,n/a,0.17,0.13,n/a,n/a,1.40,0.94,n/a,n/a,0.01,0.09,1.44
linked_list_push_front,TRUE,4602,2914,1013,4487,11,238,n/a,n/a,0.15,0.10,n/a,n/a,1.65,1.27,n/a,n/a,0.01,0.07,1.69
linked_list_swap_contents,TRUE,9074,6126,2347,12668,5,600,n/a,n/a,0.36,0.23,n/a,n/a,7.56,6.34,n/a,n/a,0.01,0.46,7.67
linked_list_insert_after,TRUE,677,500,56,216,n/a,16,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.05
linked_list_insert_before,TRUE,677,500,56,216,n/a,16,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.04
linked_list_rbegin,TRUE,3982,2415,798,3449,10,198,n/a,n/a,0.19,0.12,n/a,n/a,0.81,0.42,n/a,n/a,0.01,0.04,0.86
linked_list_rend,TRUE,3808,2269,746,3231,6,195,n/a,n/a,0.32,0.16,n/a,n/a,1.45,0.85,n/a,n/a,0.01,0.08,1.50
string_bytes,TRUE,744,684,42,250,2,7,n/a,n/a,0.01,0.01,n/a,n/a,0.14,0.12,n/a,n/a,0.01,0.01,0.15
string_compare,TRUE,1347,1338,349,2088,43,6,n/a,n/a,0.05,0.02,n/a,n/a,2.95,2.82,n/a,n/a,0.01,0.03,2.97
string_eq,TRUE,1319,1311,349,2045,47,6,n/a,n/a,0.04,0.02,n/a,n/a,1.78,1.69,n/a,n/a,0.01,0.03,1.79
string_eq_byte_buf,TRUE,1710,1555,447,2081,21,53,n/a,n/a,0.10,0.04,n/a,n/a,0.84,0.65,n/a,n/a,0.01,0.03,0.87
string_eq_byte_buf_ignore_case,TRUE,1505,1498,396,3432,19,48,n/a,n/a,0.05,0.02,n/a,n/a,0.95,0.85,n/a,n/a,0.01,0.02,0.96
string_eq_byte_cursor,TRUE,1531,1360,358,1759,22,40,n/a,n/a,0.04,0.02,n/a,n/a,0.57,0.50,n/a,n/a,0.01,0.02,0.59
string_eq_byte_cursor_ignore_case,TRUE,1297,1474,392,4453,19,47,n/a,n/a,0.09,0.03,n/a,n/a,2.74,2.50,n/a,n/a,0.01,0.07,2.78
string_eq_c_str,TRUE,1217,1696,525,2708,10,55,n/a,n/a,0.03,0.01,n/a,n/a,1.31,1.23,n/a,n/a,0.01,0.02,1.34
string_eq_c_str_ignore_case,TRUE,1145,1734,518,5130,9,55,n/a,n/a,0.03,0.01,n/a,n/a,2.88,2.78,n/a,n/a,0.01,0.04,2.90
string_eq_ignore_case,TRUE,1123,1470,405,4941,52,6,n/a,n/a,0.06,0.03,n/a,n/a,1.06,0.91,n/a,n/a,0.01,0.05,1.10
string_new_from_array,TRUE,1132,931,108,933,n/a,21,n/a,n/a,0.02,0.01,n/a,n/a,0.56,0.52,n/a,n/a,0.01,0.01,0.57
string_new_from_c_str,TRUE,2013,1832,336,1570,n/a,55,n/a,n/a,0.02,0.01,n/a,n/a,0.11,0.07,n/a,n/a,0.01,0.02,0.13
string_new_from_string,TRUE,1301,1057,160,1264,12,25,n/a,n/a,0.03,0.01,n/a,n/a,1.60,1.54,n/a,n/a,0.01,0.02,1.63
string_destroy,TRUE,713,674,33,216,2,3,n/a,n/a,0.01,0.01,n/a,n/a,0.05,0.03,n/a,n/a,n/a,0.01,0.06
string_destroy_secure,TRUE,900,802,63,953,5,4,n/a,n/a,0.00,0.01,n/a,n/a,0.47,0.43,n/a,n/a,0.01,0.02,0.49
priority_queue_size,TRUE,3492,2296,789,3059,n/a,181,n/a,n/a,0.16,0.09,n/a,n/a,0.57,0.27,n/a,n/a,0.01,0.02,0.62
priority_queue_capacity,TRUE,3521,2292,785,3039,n/a,181,n/a,n/a,0.15,0.08,n/a,n/a,0.49,0.23,n/a,n/a,0.01,0.02,0.54
priority_queue_top,TRUE,3661,2368,811,3140,n/a,188,n/a,n/a,0.15,0.08,n/a,n/a,0.47,0.19,n/a,n/a,0.01,0.02,0.53
priority_queue_init_static,TRUE,2080,1243,267,986,n/a,71,n/a,n/a,0.04,0.02,n/a,n/a,0.13,0.06,n/a,n/a,0.01,0.01,0.15
priority_queue_init_dynamic,TRUE,2486,1343,349,1300,n/a,94,n/a,n/a,0.07,0.05,n/a,n/a,0.26,0.10,n/a,n/a,0.01,0.02,0.29
priority_queue_clean_up,TRUE,2022,1407,278,1111,n/a,60,n/a,n/a,0.04,0.03,n/a,n/a,0.10,0.01,n/a,n/a,n/a,0.01,0.13
ring_buffer_clean_up,TRUE,1334,1030,150,602,n/a,30,n/a,n/a,0.04,0.01,n/a,n/a,0.07,0.01,n/a,n/a,0.01,0.01,0.09
ring_buffer_init,TRUE,1253,956,158,602,n/a,29,n/a,n/a,0.02,0.01,n/a,n/a,0.08,0.03,n/a,n/a,0.01,0.01,0.10
priority_queue_s_swap,TRUE,4252,3165,1010,4799,28,195,n/a,n/a,0.56,0.19,n/a,n/a,14.68,13.75,n/a,n/a,0.01,0.11,14.77
priority_queue_s_sift_up,n/a,4903,7848,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_down,n/a,5104,8244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
priority_queue_s_sift_either,TRUE,6268,4498,1517,7197,39,298,n/a,n/a,0.44,0.21,n/a,n/a,1.70,0.79,n/a,n/a,0.01,0.17,1.79
priority_queue_s_remove_node,TRUE,5890,4018,1408,7048,27,287,n/a,n/a,0.38,0.20,n/a,n/a,3.87,2.99,n/a,n/a,0.01,0.21,3.95
priority_queue_remove,TRUE,7218,3551,1362,5142,4,293,n/a,n/a,0.28,0.14,n/a,n/a,2.08,1.56,n/a,n/a,0.01,0.03,2.15
priority_queue_pop,TRUE,7113,3641,1463,5549,4,300,n/a,n/a,0.38,0.18,n/a,n/a,2.14,1.46,n/a,n/a,0.01,0.04,2.20
priority_queue_push,TRUE,5094,3453,1069,5623,9,218,n/a,n/a,0.26,0.13,n/a,n/a,3.50,2.56,n/a,n/a,0.01,0.48,3.55
priority_queue_push_ref,TRUE,5115,3469,1070,5636,9,218,n/a,n/a,0.29,0.14,n/a,n/a,3.92,2.88,n/a,n/a,0.01,0.52,3.99
ring_buffer_release,TRUE,4512,3263,704,2643,n/a,137,n/a,n/a,0.19,0.07,n/a,n/a,9.93,9.63,n/a,n/a,0.01,0.02,9.98
ring_buffer_acquire,TRUE,5754,3894,920,3506,n/a,186,n/a,n/a,0.24,0.11,n/a,n/a,24.26,23.84,n/a,n/a,0.01,0.03,24.32
ring_buffer_buf_belongs_to_pool,TRUE,3626,2725,744,2831,n/a,145,n/a,n/a,0.26,0.08,n/a,n/a,15.97,15.58,n/a,n/a,0.01,0.02,16.01
ring_buffer_acquire_up_to,TRUE,5865,3915,939,3602,n/a,193,n/a,n/a,0.28,0.11,n/a,n/a,4.98,4.51,n/a,n/a,0.01,0.03,5.04
hash_table_foreach_deep_loose,TRUE,2450,4188,1371,13833,61,201,n/a,n/a,0.53,0.22,n/a,n/a,62.87,57.49,n/a,n/a,0.01,4.30,62.98
hash_table_foreach_deep_precise,TRUE,2600,4402,1450,14149,63,218,n/a,n/a,0.61,0.23,n/a,n/a,40.50,35.02,n/a,n/a,0.01,4.30,40.65
huffman_test_transitive,TRUE,4982,2428,1354,6929,12,311,n/a,n/a,0.20,0.13,n/a,n/a,0.69,0.07,n/a,n/a,0.01,0.18,0.75
huffman_test_transitive_chunked,TRUE,5271,3388,1198,5863,14,263,n/a,n/a,0.24,0.17,n/a,n/a,1.25,0.47,n/a,n/a,0.01,0.27,1.33
profile_collection_new_from_buffer,TRUE,27725,22508,9297,256692,791,841,n/a,n/a,14.31,9.62,n/a,n/a,89.54,1.90,n/a,n/a,0.01,47.87,92.81
pem_objects_init_from_file_contents,TRUE,16106,2737,384,1667,n/a,79,n/a,n/a,0.03,0.02,n/a,n/a,0.10,0.01,n/a,n/a,0.01,0.02,0.13
sanitize_pem,TRUE,6013,1606,270,1154,7,53,n/a,n/a,0.04,0.02,n/a,n/a,0.15,0.06,n/a,n/a,0.01,0.01,0.18
input_stream_from_cursor,TRUE,3072,2351,373,1545,8,84,n/a,n/a,0.20,0.09,n/a,n/a,0.53,0.13,n/a,n/a,0.01,0.07,0.58
der,TRUE,24328,12125,3842,58864,361,612,n/a,n/a,1.92,1.15,n/a,n/a,70.04,21.60,n/a,n/a,0.01,38.21,70.44
ecc,n/a,14223,6830,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
rsa,TRUE,15226,12284,3767,17864,n/a,658,n/a,n/a,0.14,0.09,n/a,n/a,0.85,0.03,n/a,n/a,0.01,0.22,1.08
sha1,TRUE,5541,8078,3426,13883,n/a,700,n/a,n/a,1.07,0.42,n/a,n/a,1.79,0.02,n/a,n/a,0.01,0.09,1.96
sha256,TRUE,5536,8037,3409,13820,n/a,695,n/a,n/a,1.02,0.38,n/a,n/a,1.67,0.02,n/a,n/a,0.01,0.08,1.85
sha256_hmac,TRUE,4815,4052,906,3926,n/a,170,n/a,n/a,0.09,0.04,n/a,n/a,0.19,0.01,n/a,n/a,0.01,0.03,0.23
