job_name,result,bmc.circ_sz,bmc.dag_sz,crab.isderef.not.solve,crab.isderef.solve,bmc_time,bmc_solve_time,crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time
byte_cursor_read_be32,TRUE,113,650,2,1,0.12,0.07,0.03,0.01,0.02,0.13
byte_cursor_read_be64,TRUE,113,701,2,1,0.14,0.10,0.02,0.01,0.02,0.15
byte_cursor_read_u8,TRUE,124,632,2,3,0.11,0.08,0.02,0.01,0.01,0.12
byte_cursor_right_trim_pred,TRUE,209,962,2,12,0.09,0.04,0.04,0.01,0.01,0.09
hash_ptr,TRUE,12,67,0,0,0.02,0.01,0.00,0,0.00,0.02
byte_cursor_satisfies_pred,TRUE,166,780,2,1,0.07,0.03,0.03,0.01,0.01,0.09
hash_array_ignore_case,TRUE,106,440,9,2,0.06,0.03,0.02,0.00,0.01,0.06
byte_cursor_trim_pred,TRUE,314,1457,12,2,0.23,0.14,0.06,0.01,0.01,0.24
hash_byte_cursor_ptr_ignore_case,TRUE,98,459,0,0,0.05,0.03,0.02,0.01,0.01,0.06
hash_string,TRUE,199,855,24,6,0.33,0.26,0.05,0,0.01,0.34
hash_byte_cursor_ptr,TRUE,189,850,0,21,0.25,0.21,0.03,0.00,0.01,0.27
byte_buf_write_from_whole_string,TRUE,318,2963,26,4,2.80,2.64,0.07,0.01,0.06,2.82
hash_callback_string_destroy,TRUE,36,232,1,7,0.05,0.04,0.01,0,0.01,0.06
hash_c_string,TRUE,458,1934,3,54,0.73,0.65,0.05,0,0.01,0.74
hash_table_move,TRUE,209,1173,0,46,0.16,0.07,0.05,0.01,0.02,0.18
hash_table_get_entry_count,TRUE,216,1201,0,48,0.16,0.07,0.04,0.01,0.02,0.18
hash_iter_done,TRUE,518,2460,6,82,0.66,0.22,0.28,0.01,0.03,0.70
hash_iter_begin,TRUE,766,3551,34,74,1.58,1.01,0.41,0.01,0.04,1.63
hash_iter_next,TRUE,591,2913,15,82,1.76,1.21,0.37,0.01,0.04,1.80
hash_iter_begin_done,TRUE,1298,5481,66,109,1.81,1.09,0.53,0.01,0.03,1.87
hash_table_swap,TRUE,413,2248,0,92,0.97,0.71,0.14,0.01,0.04,1.00
hash_table_clean_up,TRUE,761,3181,41,107,0.98,0.50,0.33,0.01,0.03,1.02
hash_table_clear,TRUE,832,3439,41,130,1.07,0.55,0.34,0.01,0.04,1.12
hash_callback_c_str_eq,TRUE,691,3336,30,52,3.86,3.62,0.17,0.01,0.02,3.89
hash_callback_string_eq,TRUE,519,3276,36,41,4.67,4.39,0.20,0.01,0.04,4.70
hash_table_init_unbounded,TRUE,156,1546,24,0,1.83,1.70,0.05,0.01,0.05,1.85
linked_list_back,TRUE,368,2308,6,15,0.99,0.85,0.08,0.01,0.04,1.01
hash_table_init_bounded,TRUE,174,1665,27,0,3.00,2.87,0.05,0.01,0.05,3.02
linked_list_begin,TRUE,366,2301,6,15,0.78,0.65,0.08,0.01,0.03,0.81
linked_list_end,TRUE,365,2287,6,15,0.95,0.80,0.08,0.01,0.04,0.97
linked_list_init,TRUE,19,109,0,0,0.01,0.01,0.00,0.00,0.00,0.02
linked_list_remove,TRUE,21,121,0,0,0.02,0.01,0.01,0.01,0.01,0.03
linked_list_prev,TRUE,22,127,0,0,0.02,0.01,0.01,0.01,0.01,0.03
linked_list_front,TRUE,428,2563,10,23,1.25,1.08,0.10,0.01,0.04,1.27
array_list_swap,TRUE,276,1524,24,4,14.20,14.11,0.06,0.01,0.02,14.22
linked_list_node_reset,TRUE,16,97,0,2,0.10,0.09,0.00,0.00,0.01,0.11
linked_list_next,TRUE,22,127,0,0,0.02,0.01,0.01,0.01,0.01,0.03
linked_list_pop_back,TRUE,607,3444,32,22,1.94,1.64,0.17,0.01,0.07,1.98
linked_list_pop_front,TRUE,629,3479,32,22,1.79,1.53,0.15,0.01,0.06,1.83
linked_list_push_back,TRUE,534,3128,16,22,0.93,0.71,0.12,0.01,0.05,0.96
linked_list_insert_after,TRUE,23,133,0,0,0.02,0.01,0.01,0.01,0.01,0.03
linked_list_insert_before,TRUE,23,133,0,0,0.02,0.01,0.01,0.01,0.01,0.02
hash_table_find,TRUE,1082,4727,69,111,6.90,6.11,0.55,0.01,0.04,6.96
string_bytes,TRUE,41,246,2,7,0.09,0.08,0.01,0.01,0.01,0.10
hash_table_create,TRUE,1229,6617,109,87,8.50,7.30,0.72,0.01,0.14,8.59
linked_list_rbegin,TRUE,435,2668,10,23,0.65,0.52,0.08,0.01,0.02,0.68
hash_table_put,TRUE,1167,6257,93,89,7.68,6.59,0.69,0.01,0.10,7.75
linked_list_push_front,TRUE,603,3507,21,22,1.74,1.46,0.18,0.01,0.05,1.77
linked_list_rend,TRUE,376,2347,6,17,0.92,0.79,0.08,0.01,0.04,0.95
string_eq_byte_buf_ignore_case,TRUE,349,3349,21,15,2.05,1.91,0.08,0.01,0.02,2.07
string_eq_byte_cursor,TRUE,329,1843,24,20,1.86,1.75,0.07,0.01,0.01,1.87
string_eq_byte_buf,TRUE,400,2128,23,20,2.22,2.09,0.09,0.01,0.02,2.23
string_eq_c_str,TRUE,569,2684,10,54,2.34,2.25,0.05,0.01,0.02,2.35
string_compare,TRUE,347,2075,43,6,3.75,3.62,0.08,0.01,0.02,3.76
string_eq,TRUE,347,2032,47,6,3.33,3.23,0.06,0.01,0.02,3.34
string_new_from_c_str,TRUE,364,1636,0,53,0.22,0.15,0.04,0.01,0.01,0.23
string_new_from_array,TRUE,107,961,0,20,0.65,0.61,0.03,0.01,0.01,0.66
string_destroy,TRUE,32,209,2,3,0.08,0.06,0.01,0,0.01,0.09
string_new_from_string,TRUE,162,1176,16,20,0.51,0.45,0.03,0.01,0.02,0.53
string_destroy_secure,TRUE,54,378,2,7,0.09,0.06,0.01,0.01,0.01,0.09
string_eq_byte_cursor_ignore_case,TRUE,371,4413,21,27,3.78,3.66,0.07,0.01,0.03,3.80
string_eq_ignore_case,TRUE,403,4885,52,6,1.88,1.69,0.10,0.01,0.05,1.90
priority_queue_init_static,TRUE,114,605,0,0,0.35,0.33,0.02,0.01,0.01,0.36
priority_queue_size,TRUE,461,2236,0,6,0.66,0.54,0.09,0.01,0.01,0.69
priority_queue_capacity,TRUE,457,2216,0,6,0.58,0.47,0.09,0.01,0.01,0.61
priority_queue_top,TRUE,473,2292,0,6,0.62,0.50,0.09,0.01,0.01,0.65
priority_queue_clean_up,TRUE,167,850,0,1,0.06,0.01,0.03,0,0.01,0.07
string_eq_c_str_ignore_case,TRUE,562,5107,9,54,2.48,2.37,0.06,0.01,0.03,2.49
priority_queue_init_dynamic,TRUE,166,851,0,0,0.41,0.38,0.02,0.01,0.01,0.42
ring_buffer_clean_up,TRUE,87,469,0,0,0.15,0.12,0.02,0.01,0.01,0.16
ring_buffer_init,TRUE,105,474,0,0,0.30,0.27,0.03,0.00,0.01,0.31
array_eq_c_str_ignore_case2,TRUE,99,583,0,11,0.10,0.08,0.01,0,0.01,0.11
array_eq_c_str2,TRUE,530,2291,0,51,0.61,0.54,0.05,0.01,0.01,0.62
array_list_back2,TRUE,197,908,2,2,0.24,0.21,0.02,0.01,0.01,0.25
array_list_capacity2,TRUE,135,633,0,0,0.23,0.20,0.02,0.01,0.01,0.25
array_eq_ignore_case2,TRUE,191,2454,0,22,0.62,0.56,0.04,0.01,0.02,0.64
array_eq2,TRUE,385,1812,0,46,1.20,1.10,0.07,0.01,0.01,1.21
array_list_front2,TRUE,192,880,2,2,0.25,0.21,0.03,0.00,0.01,0.26
array_list_get_at_ptr2,TRUE,182,849,0,0,0.20,0.17,0.03,0.01,0.01,0.21
array_list_get_at2,TRUE,194,898,2,2,0.42,0.38,0.03,0.01,0.01,0.44
array_list_ensure_capacity2,TRUE,184,892,0,4,0.84,0.81,0.03,0.01,0.01,0.85
array_list_init_static2,TRUE,122,590,0,0,0.39,0.36,0.02,0.01,0.01,0.40
array_list_length2,TRUE,139,654,0,0,0.22,0.20,0.02,0.01,0.01,0.23
hash_table_foreach,TRUE,1131,9387,0,75,16.15,13.63,0.53,0.01,1.58,16.26
array_list_push_back2,TRUE,259,1222,2,6,0.25,0.19,0.04,0.01,0.01,0.26
array_list_sort2,TRUE,147,696,0,0,0.21,0.18,0.03,0.00,0.01,0.22
array_list_pop_back2,TRUE,159,748,0,0,0.67,0.64,0.02,0.01,0.01,0.68
array_list_pop_front2,TRUE,180,841,4,0,0.83,0.79,0.02,0.01,0.01,0.84
byte_buf_advance2,TRUE,244,1089,0,0,0.11,0.04,0.05,0.01,0.01,0.13
linked_list_swap_contents,TRUE,1501,10829,37,95,10.20,8.86,0.53,0.01,0.47,10.31
byte_buf_append2,TRUE,187,824,2,2,0.09,0.04,0.03,0.01,0.01,0.10
byte_buf_append_dynamic2,TRUE,237,1088,6,6,0.27,0.21,0.04,0.01,0.01,0.28
byte_buf_append_with_lookup2,TRUE,356,1671,20,0,0.20,0.09,0.07,0.01,0.02,0.23
byte_buf_eq_c_str2,TRUE,112,645,0,11,0.10,0.07,0.02,0,0.01,0.11
byte_buf_eq_c_str_ignore_case2,TRUE,112,645,0,11,0.09,0.07,0.02,0,0.01,0.10
array_list_set_at2,TRUE,254,1350,2,6,1.34,1.26,0.04,0.01,0.03,1.36
array_list_shrink_to_fit2,TRUE,216,1021,6,2,1.56,1.50,0.03,0.01,0.02,1.57
byte_buf_eq2,TRUE,595,2681,0,46,1.24,1.11,0.09,0.01,0.01,1.26
byte_buf_write2,TRUE,175,802,2,3,0.14,0.09,0.03,0.01,0.01,0.15
byte_buf_cat2,TRUE,553,2343,6,6,0.87,0.66,0.14,0.01,0.04,0.90
byte_buf_eq_ignore_case2,TRUE,284,2915,0,22,0.70,0.57,0.08,0.01,0.02,0.72
byte_buf_write_be162,TRUE,142,620,0,2,0.05,0.03,0.02,0.01,0.01,0.06
hash_table_remove,TRUE,852,5341,51,105,17.48,16.67,0.43,0.01,0.19,17.54
byte_buf_write_be322,TRUE,142,620,0,2,0.06,0.03,0.03,0.01,0.01,0.07
array_list_clear2,TRUE,137,653,0,0,0.56,0.53,0.02,0.01,0.01,0.57
byte_buf_write_be642,TRUE,157,696,0,3,0.08,0.04,0.03,0.01,0.01,0.09
byte_buf_init_copy2,TRUE,303,1743,2,5,0.97,0.88,0.05,0.01,0.02,0.98
byte_buf_write_u82,TRUE,142,620,0,2,0.11,0.08,0.02,0.01,0.01,0.11
byte_cursor_advance2,TRUE,90,411,0,0,0.05,0.03,0.02,0.01,0.01,0.06
byte_buf_write_from_whole_cursor2,TRUE,194,883,2,2,0.13,0.08,0.03,0.01,0.01,0.15
byte_buf_write_from_whole_buffer2,TRUE,278,1194,2,2,0.19,0.11,0.06,0.01,0.02,0.21
byte_cursor_read2,TRUE,122,629,2,2,0.16,0.12,0.03,0.01,0.02,0.18
byte_cursor_read_u8_2,TRUE,108,551,2,2,0.09,0.06,0.02,0.01,0.01,0.10
hash_iter_delete,TRUE,522,3290,11,78,21.80,21.18,0.35,0.01,0.10,21.85
array_list_pop_front_n2,TRUE,189,879,4,0,1.49,1.44,0.03,0.01,0.02,1.51
byte_cursor_from_buf2,TRUE,154,657,0,0,0.06,0.02,0.03,0.01,0.01,0.07
byte_cursor_read_be32_2,TRUE,96,567,2,0,0.10,0.06,0.02,0.01,0.02,0.12
byte_cursor_eq_c_str2,TRUE,102,606,0,11,0.11,0.08,0.02,0,0.01,0.11
byte_cursor_read_be64_2,TRUE,96,618,2,0,0.14,0.10,0.02,0.01,0.02,0.14
byte_cursor_eq2,TRUE,239,1274,0,12,0.47,0.41,0.04,0.01,0.01,0.48
byte_cursor_left_trim_pred2,TRUE,155,726,0,0,0.06,0.03,0.03,0.01,0.01,0.07
byte_cursor_advance_nospec2,TRUE,100,492,0,0,0.10,0.07,0.02,0.01,0.01,0.11
byte_cursor_trim_pred2,TRUE,285,1295,10,1,0.25,0.16,0.06,0.01,0.01,0.26
byte_cursor_read_be16_2,TRUE,96,541,2,0,0.08,0.05,0.02,0.01,0.01,0.09
byte_cursor_eq_byte_buf_ignore_case2,TRUE,287,2993,0,10,0.60,0.50,0.07,0.01,0.02,0.62
byte_cursor_eq_c_str_ignore_case2,TRUE,102,606,0,11,0.10,0.08,0.02,0,0.01,0.11
array_list_erase2,TRUE,252,1188,8,0,2.12,2.06,0.05,0.01,0.01,2.14
byte_cursor_right_trim_pred2,TRUE,181,801,0,11,0.08,0.03,0.04,0.01,0.01,0.08
byte_cursor_eq_byte_buf2,TRUE,313,1562,0,12,0.32,0.22,0.08,0.01,0.01,0.34
byte_cursor_satisfies_pred2,TRUE,133,608,0,0,0.05,0.03,0.03,0.00,0.01,0.06
hash_table_get_entry_count2,TRUE,179,979,0,44,0.12,0.03,0.05,0.01,0.02,0.14
byte_cursor_read_and_fill_buffer2,TRUE,224,1059,2,2,0.23,0.16,0.04,0.01,0.02,0.25
byte_cursor_compare_lookup2,TRUE,761,3261,60,66,0.88,0.62,0.18,0.01,0.02,0.91
byte_cursor_eq_ignore_case2,TRUE,221,2663,0,10,0.68,0.60,0.05,0.01,0.02,0.69
byte_cursor_compare_lexical2,TRUE,316,1588,0,28,0.48,0.37,0.08,0.01,0.01,0.49
hash_iter_done2,TRUE,490,2289,3,81,0.68,0.12,0.34,0.01,0.03,0.73
byte_buf_write_from_whole_string2,TRUE,267,2580,24,3,2.62,2.47,0.06,0.01,0.05,2.63
hash_iter_begin2,TRUE,726,3342,35,69,1.24,0.60,0.45,0.01,0.05,1.28
hash_iter_next2,TRUE,563,2822,12,81,1.17,0.55,0.42,0.01,0.03,1.20
hash_iter_begin_done2,TRUE,1258,5272,67,104,1.16,0.41,0.55,0.01,0.04,1.22
hash_table_find2,TRUE,1050,4596,69,107,3.64,2.68,0.67,0.01,0.04,3.69
ring_buffer_acquire2,TRUE,561,2585,0,0,3.50,3.27,0.18,0.01,0.02,3.53
hash_table_eq,TRUE,7268,29936,576,521,25.80,11.32,7.64,0.01,0.29,26.19
ring_buffer_release2,TRUE,435,1981,0,0,6.08,5.95,0.10,0.01,0.01,6.10
ring_buffer_acquire_up_to2,TRUE,575,2714,0,0,7.58,7.44,0.11,0.01,0.02,7.61
ring_buffer_buf_belongs_to_pool2,TRUE,405,1807,0,0,11.76,11.67,0.07,0.00,0.01,11.77
